"Provider Number","Facility Name",County,"Profit or Non-Profit","Chain Organization","# of Dialysis Stations","Percent of Adult HD patients with Kt/V >= 1.2","Number of adult HD patients with KT/V data","Number of patients included in the transfusion summary","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Number of patients included in hospitalization summary","No. of hospitalization with hospital readmission summary","Number of Patients included in survival summary","Number of Patients included in fistula summary","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Number of patients in nPCR summary","Number of patient-months in nPCR summary","PPPW category text","Patient Transfusion category text","Fistula Category Text","Patient Infection category text","Patient Hospital Readmission Category","Patient Survival Category Text","Patient hospitalization category text"
62587,"062587 KIDNEY CENTER OF WHEAT RIDGE (ARA)",JEFFERSON,Profit,"AMERICAN RENAL ASSOCIATES",16,100,33,36,50,445,54,479,45,29,188,35,35,320,0,0,"As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected","As Expected"
62588,"DAVITA FORT COLLINS DIALYSIS",LARIMER,Profit,DAVITA,12,92,20,13,22,144,25,167,19,27,28,23,23,160,0,0,"As Expected","Not Available","As Expected","As Expected","As Expected","Not Available","As Expected"
62589,"062589-KIDNEY CENTER OF THE ROCKIES",EAGLE,Profit,"AMERICAN RENAL ASSOCIATES",7,97,12,8,19,123,23,139,10,8,23,15,15,81,0,0,"As Expected","Not Available","As Expected","Not Available","Not Available","Not Available","Not Available"
62590,"062590-KIDNEY CENTER OF FREDERICK",BOULDER,Profit,"AMERICAN RENAL ASSOCIATES",12,99,19,6,21,180,23,189,14,14,28,20,20,164,0,0,"As Expected","Not Available","Better than Expected","As Expected","As Expected","As Expected","As Expected"
62591,"DAVITA PLATTE VALLEY DIALYSIS",ADAMS,Profit,DAVITA,12,100,26,26,42,351,45,358,30,16,44,27,27,241,0,0,"As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected","As Expected"
62592,"DAVITA MONTBELLO DIALYSIS",DENVER,Profit,DAVITA,12,98,25,35,25,187,29,205,51,14,95,29,29,206,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
62593,"062593-FRESENIUS MEDICAL CARE DIALYIS SERVICES COLORA",UNKNOWN,Profit,"FRESENIUS MEDICAL CARE",13,0,1,0,1,3,1,1,0,0,0,1,1,3,0,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
62594,"062594-LIBERTY DIALYSIS-COLORADO SPRINGS WEST",UNKNOWN,Profit,"FRESENIUS MEDICAL CARE",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
62595,"062595-FRESENIUS KIDNEY CARE CASTLE ROCK DIALYSIS",UNKNOWN,Profit,"FRESENIUS MEDICAL CARE",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
72314,"CONNECTICUT CHILDREN'S MEDICAL CENTER",UNKNOWN,Profit,INDEPENDENT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
72501,"DAVITA BRIDGEPORT DIALYSIS",FAIRFIELD,Profit,DAVITA,51,97,256,225,335,3226,350,3373,267,332,1056,282,282,2667,0,0,"As Expected","Better than Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72503,"NEW HAVEN HOME DIALYSIS","NEW HAVEN",Profit,"FRESENIUS MEDICAL CARE",7,0,0,34,56,497,59,527,38,41,187,1,1,12,0,0,"Better than Expected","As Expected","Not Available","Not Available","As Expected","As Expected","As Expected"
72504,"DAVITA STAMFORD DIALYSIS",FAIRFIELD,Profit,DAVITA,34,97,204,174,263,2498,276,2569,213,212,863,224,224,2145,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72505,"DIALYSIS CENTER OF NEWINGTON",HARTFORD,Profit,"FRESENIUS MEDICAL CARE",17,99,38,34,50,464,53,484,40,37,208,45,45,410,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72506,"ENFIELD DIALYSIS CENTER",HARTFORD,Profit,"FRESENIUS MEDICAL CARE",13,97,32,29,34,253,36,256,31,37,166,33,33,241,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72507,"DAVITA NEW HAVEN DIALYSIS","NEW HAVEN",Profit,DAVITA,36,96,115,100,170,1688,173,1697,116,143,517,131,131,1284,2,19,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72508,"CENTRAL CT DIALYSIS CENTER","NEW HAVEN",Profit,"FRESENIUS MEDICAL CARE",23,100,50,38,62,523,66,541,46,37,186,56,56,450,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72509,"EAST HARTFORD DIALYSIS CENTER",HARTFORD,Profit,"FRESENIUS MEDICAL CARE",24,94,131,85,173,1525,176,1567,109,116,461,146,146,1211,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72510,"DAVITA SHELTON DIALYSIS",FAIRFIELD,Profit,DAVITA,22,99,136,88,137,1189,147,1226,117,116,460,147,147,1239,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72511,"DAVITA GREATER WATERBURY  DIALYSIS","NEW HAVEN",Profit,DAVITA,30,99,157,144,214,1879,223,1999,160,166,661,172,172,1517,0,0,"As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected","As Expected"
72512,"ST. RAPHAEL DIALYSIS CENTER - NEW HAVEN","NEW HAVEN",Profit,"FRESENIUS MEDICAL CARE",32,95,160,114,179,1679,187,1736,139,168,589,187,187,1745,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72514,"DAVITA MILFORD DIALYSIS","NEW HAVEN",Profit,DAVITA,21,99,115,82,118,1135,123,1146,97,85,398,125,125,1181,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72515,"DAVITA NEW LONDON DIALYSIS","NEW LONDON",Profit,DAVITA,23,100,141,128,172,1542,182,1639,155,140,597,157,157,1412,0,0,"As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected","Better than Expected"
72516,"DAVITA HARTFORD DIALYSIS",HARTFORD,Profit,DAVITA,27,98,150,110,171,1661,178,1745,126,113,518,161,161,1529,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72517,"DAVITA BRANFORD DIALYSIS","NEW HAVEN",Profit,DAVITA,13,98,58,44,60,543,64,567,50,51,196,64,64,569,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72518,"DAVITA PDI ROCKY HILL",HARTFORD,Profit,DAVITA,24,96,71,55,93,844,97,857,65,56,267,88,88,778,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72519,"UCONN DIALYSIS CENTER",HARTFORD,Non-Profit,"DIALYSIS CLINIC, INC.",19,97,77,62,109,931,122,998,81,101,353,95,95,765,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72520,"DAVITA NORWICH DIALYSIS","NEW LONDON",Profit,DAVITA,16,100,101,96,127,1257,130,1272,111,94,434,106,106,1044,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72521,"DAVITA SOUTH NORWALK DIALYSIS",FAIRFIELD,Profit,DAVITA,22,98,138,127,167,1552,178,1578,151,169,619,157,157,1351,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
72522,"SHORELINE DIALYSIS CENTER","NEW HAVEN",Profit,"FRESENIUS MEDICAL CARE",16,98,76,49,78,715,84,760,62,58,258,83,83,764,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72523,"DAVITA TORRINGTON DIALYSIS",LITCHFIELD,Profit,DAVITA,19,100,73,60,94,875,99,943,69,81,303,80,80,750,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72524,"DAVITA PDI MIDDLESEX DIALYSIS CENTER",MIDDLESEX,Profit,DAVITA,22,100,91,78,113,1019,115,1072,87,84,368,100,100,868,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
72527,"FMC DIALYSIS SERVICES FORESTVILLE",HARTFORD,Profit,"FRESENIUS MEDICAL CARE",20,99,68,48,75,741,78,743,60,83,268,74,74,705,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72528,"DAVITA BLOOMFIELD DIALYSIS",HARTFORD,Profit,DAVITA,16,98,70,55,87,822,84,818,66,77,305,75,75,700,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72529,"DAVITA VERNON DIALYSIS CENTER",TOLLAND,Profit,DAVITA,22,98,76,66,108,928,112,970,85,66,342,79,79,707,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72530,"DAVITA WINDHAM DIALYSIS CENTER",WINDHAM,Profit,DAVITA,9,100,59,38,61,470,68,516,48,42,187,67,67,511,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72532,"U.S.RENAL CARE NORTH HAVEN DIALYSIS","NEW HAVEN",Profit,"US RENAL CARE, INC.",18,95,71,52,72,630,75,658,62,69,245,75,75,653,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72533,"DAVITA WATERBURY DIALYSIS CENTER","NEW HAVEN",Profit,DAVITA,16,99,103,71,115,1015,124,1084,83,118,339,123,123,1084,0,0,"As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected","As Expected"
72534,"FRESENIUS MEDICAL CARE OF SOUTHINGTON",HARTFORD,Profit,"FRESENIUS MEDICAL CARE",19,99,46,30,50,433,53,454,41,53,171,50,50,404,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
72535,"DAVITA BLACK ROCK DIALYSIS",FAIRFIELD,Profit,DAVITA,16,99,99,61,102,946,106,963,85,76,324,108,108,978,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72536,"FRESENIUS MEDICAL CARE OF FAIRFIELD",FAIRFIELD,Profit,"FRESENIUS MEDICAL CARE",18,98,64,41,69,598,74,628,52,60,195,71,71,616,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72537,"NORTH HAVEN DIALYSIS CENTER","NEW HAVEN",Profit,"FRESENIUS MEDICAL CARE",15,98,83,60,94,858,95,903,73,79,326,95,95,905,1,3,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
72538,"MANCHESTER DIALYSIS CENTER",HARTFORD,Non-Profit,"DIALYSIS CLINIC, INC.",31,96,70,54,85,697,89,744,69,81,269,76,76,629,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72539,"U.S.RENAL CARE ORANGE DIALYSIS","NEW HAVEN",Profit,"US RENAL CARE, INC.",18,98,134,110,166,1522,167,1550,134,151,537,148,148,1282,0,0,"As Expected","As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected"
72540,"FMC OF WESTERN HARTFORD",HARTFORD,Profit,"FRESENIUS MEDICAL CARE",19,97,83,61,99,804,102,819,72,70,270,88,88,711,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72541,"DAVITA WILLARD AVENUE DIALYSIS",HARTFORD,Profit,DAVITA,19,98,47,32,56,522,59,553,42,45,164,53,53,477,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72542,"COMPREHENSIVE DIALYSIS CARE LLC","NEW HAVEN",Profit,"AMERICAN RENAL ASSOCIATES",14,100,56,44,68,675,70,698,55,44,233,62,62,599,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
72543,"DAVITA HAMDEN DIALYSIS","NEW HAVEN",Profit,DAVITA,21,97,64,39,68,592,69,595,50,68,217,67,67,587,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
72544,"DAVITA DANBURY DIALYSIS",FAIRFIELD,Profit,DAVITA,19,99,114,92,134,1300,143,1342,120,192,519,125,125,1212,0,0,"As Expected","As Expected","Better than Expected","Better than Expected","As Expected","As Expected","As Expected"
72545,"DAVITA FARMINGTON DIALYSIS",HARTFORD,Profit,DAVITA,13,99,30,22,32,269,33,277,30,40,113,29,29,251,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected"
72546,"U.S.RENAL CARE BRANFORD DIALYSIS","NEW HAVEN",Profit,"US RENAL CARE, INC.",13,97,35,32,40,360,42,379,37,34,128,41,41,376,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72547,"DAVITA PALOMBA DRIVE DIALYSIS",HARTFORD,Profit,DAVITA,10,98,51,39,57,443,61,468,42,40,120,56,56,418,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72548,"DAVITA HOUSATONIC DIALYSIS",FAIRFIELD,Profit,DAVITA,10,99,61,57,93,796,99,864,70,92,228,90,90,779,0,0,"As Expected","As Expected","Better than Expected","Better than Expected","As Expected","As Expected","As Expected"
72549,"WALLINGFORD DIALYSIS CARE LLC","NEW HAVEN",Profit,"AMERICAN RENAL ASSOCIATES",13,97,37,26,42,377,41,372,30,37,106,39,39,361,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72550,"FRESENIUS MEDICAL CARE WINDSOR",HARTFORD,Profit,"FRESENIUS MEDICAL CARE",10,98,72,43,79,575,79,584,59,73,192,72,72,516,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72551,"HERALD SQUARE DIALYSIS LLC",HARTFORD,Profit,INDEPENDENT,19,97,75,52,82,775,86,825,63,74,162,79,79,745,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72552,"DAVITA NORWALK RIVER DIALYSIS",FAIRFIELD,Non-Profit,DAVITA,13,99,29,14,29,180,31,185,22,19,39,30,30,179,0,0,"As Expected","Not Available","As Expected","As Expected","As Expected","As Expected","As Expected"
72553,"DAVITA HAWLEY LANE DIALYSIS",FAIRFIELD,Profit,DAVITA,25,99,38,24,39,292,43,329,28,27,40,42,42,323,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72554,"DAVITA HARTFORD DOWNTOWN DIALYSIS",UNKNOWN,Profit,DAVITA,42,96,147,87,154,1401,164,1408,103,137,178,158,158,1416,0,0,"As Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
72555,"DAVITA RUTLAND DIALYSIS",UNKNOWN,Profit,DAVITA,22,97,62,43,69,666,73,671,50,62,61,67,67,631,0,0,"As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected"
72556,"AVON DIALYSIS INC",UNKNOWN,Non-Profit,"DIALYSIS CLINIC, INC.",12,0,5,1,6,9,8,12,2,2,2,6,6,9,0,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
72557,"DAVITA TOTAL RENAL CARE INC.",UNKNOWN,Profit,DAVITA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
82300,"CHRISTIANA CARE HEALTH SYSTEM",UNKNOWN,Non-Profit,INDEPENDENT,21,84,22,9,22,163,29,163,11,23,63,28,28,176,0,0,"As Expected","Not Available","As Expected","As Expected","As Expected","As Expected","Not Available"
82301,"BAYHEALTH MEDICAL CENTER",KENT,Non-Profit,INDEPENDENT,9,0,1,0,1,6,0,0,2,3,8,4,4,13,0,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
82302,"ALFRED I. DUPONT HOSPITAL FOR CHILDREN DIALYSIS CENTER","NEW CASTLE",Non-Profit,INDEPENDENT,6,0,0,0,0,0,1,1,3,7,31,1,1,1,6,22,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
82501,"FRESENIUS KIDNEY CARE - BRANDYWINE","NEW CASTLE",Profit,"FRESENIUS MEDICAL CARE",25,96,59,51,63,532,63,534,58,56,253,62,62,535,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82502,"FRESENIUS KIDNEY CARE - CENTRAL DELAWARE",KENT,Profit,"FRESENIUS MEDICAL CARE",25,100,107,67,109,1115,110,1091,95,139,436,111,111,1088,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
82503,"FRESENIUS KIDNEY CARE - MID SUSSEX COUNTY",SUSSEX,Profit,"FRESENIUS MEDICAL CARE",21,99,88,29,88,791,89,794,77,52,317,90,90,808,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82505,"FRESENIUS KIDNEY CARE - RIVERSIDE PARK","NEW CASTLE",Profit,"FRESENIUS MEDICAL CARE",24,98,84,78,110,1064,115,1074,87,91,429,89,89,829,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82506,"FRESENIUS KIDNEY CARE - CHRISTIANA","NEW CASTLE",Profit,"FRESENIUS MEDICAL CARE",20,99,106,88,114,974,115,978,99,72,358,118,118,995,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82507,"FRESENIUS KIDNEY CARE - MILFORD",SUSSEX,Profit,"FRESENIUS MEDICAL CARE",25,98,105,98,151,1325,159,1377,140,153,531,129,129,1099,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
82509,"FRESENIUS KIDNEY CARE - FIRST STATE","NEW CASTLE",Profit,"FRESENIUS MEDICAL CARE",24,98,78,54,80,713,80,721,68,81,360,80,80,730,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82510,"FRESENIUS KIDNEY CARE - REHOBOTH",SUSSEX,Profit,"FRESENIUS MEDICAL CARE",16,100,71,47,74,639,79,643,64,55,229,80,80,663,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82511,"FRESENIUS KIDNEY CARE - WILMINGTON","NEW CASTLE",Profit,"FRESENIUS MEDICAL CARE",17,98,72,51,75,639,77,665,58,68,248,77,77,674,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
82512,"FRESENIUS KIDNEY CARE - SMYRNA",KENT,Profit,"FRESENIUS MEDICAL CARE",16,99,71,48,71,673,73,670,61,74,299,74,74,679,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82513,"FRESENIUS KIDNEY CARE - NEWPORT PIKE","NEW CASTLE",Profit,"FRESENIUS MEDICAL CARE",16,95,62,50,66,521,68,519,57,72,250,68,68,532,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82514,"FRESENIUS KIDNEY CARE - MIDDLETOWN","NEW CASTLE",Profit,"FRESENIUS MEDICAL CARE",14,100,64,42,67,573,70,595,57,61,215,70,70,597,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82515,"FRESENIUS KIDNEY CARE - GREENTREE",KENT,Profit,"FRESENIUS MEDICAL CARE",16,99,81,59,82,741,82,761,73,72,356,83,83,759,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82516,"FRESENIUS KIDNEY CARE - NORTH WILMINGTON","NEW CASTLE",Profit,"FRESENIUS MEDICAL CARE",17,98,73,55,75,739,77,762,60,52,274,77,77,760,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
82517,"LIBERTY DIALYSIS - WILMINGTON","NEW CASTLE",Non-Profit,"US RENAL CARE, INC.",18,93,81,68,98,914,99,889,77,95,331,89,89,819,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82518,"DSI SEAFORD",SUSSEX,Profit,"US RENAL CARE, INC.",16,99,73,78,98,869,100,931,91,86,348,76,76,639,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82519,"FRESENIUS KIDNEY CARE - MILLSBORO",SUSSEX,Profit,"FRESENIUS MEDICAL CARE",12,99,61,46,62,489,69,526,59,53,244,68,68,528,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
82520,"FRESENIUS KIDNEY CARE - BRANDYWINE HOME THERAPIES","NEW CASTLE",Profit,"FRESENIUS MEDICAL CARE",3,0,9,99,175,1479,190,1528,118,112,477,82,82,531,0,0,"Better than Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
82521,"FRESENIUS KIDNEY CARE - FOX RUN","NEW CASTLE",Profit,"FRESENIUS MEDICAL CARE",15,99,84,59,86,775,89,795,73,74,277,88,88,788,0,0,"As Expected","As Expected","As Expected","As Expected","Worse than Expected","Better than Expected","As Expected"
82522,"AMERICAN UNIVERSAL LLC","NEW CASTLE",Profit,"AMERICAN RENAL ASSOCIATES",17,94,65,52,77,744,79,769,61,69,242,67,67,695,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
82523,"AMERICAN UNIVERSAL - HOCKESSIN","NEW CASTLE",Profit,"AMERICAN RENAL ASSOCIATES",11,92,23,15,32,279,37,294,20,30,82,30,30,213,0,0,"As Expected","Not Available","As Expected","As Expected","As Expected","As Expected","As Expected"
82524,"DSI LAUREL DIALYSIS, LLC","SAN MATEO",Profit,"US RENAL CARE, INC.",16,97,28,20,28,255,31,269,26,49,107,30,30,251,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82525,"FRESENIUS MEDICAL CARE NORTHERN DELAWARE, LLC.","NEW CASTLE",Non-Profit,"FRESENIUS MEDICAL CARE",9,98,56,32,57,408,62,425,47,39,109,62,62,424,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82526,"FRESENIUS MEDICAL CARE SOUTHERN DELAWARE, LLC",KENT,Profit,"FRESENIUS MEDICAL CARE",4,0,4,28,40,306,44,313,38,26,76,11,11,80,0,0,"Better than Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
82527,"FRESENIUS MEDICAL CARE SOUTHERN DELAWARE, LLC",SUSSEX,Profit,"FRESENIUS MEDICAL CARE",11,95,45,34,55,451,55,457,48,47,85,47,47,395,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82528,"FRESENIUS MEDICAL CARE SOUTHERN DELAWARE, LLC",UNKNOWN,Profit,"FRESENIUS MEDICAL CARE",12,98,53,36,53,403,54,403,47,60,69,58,58,434,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82529,"BIO-MEDICAL APPLICATIONS OF DELAWARE INC",UNKNOWN,Non-Profit,"FRESENIUS MEDICAL CARE",12,99,14,7,15,94,16,103,11,3,14,17,17,106,0,0,"As Expected","Not Available","As Expected","As Expected","Not Available","Not Available","Not Available"
82530,"BIO-MEDICAL APPLICATIONS OF DELAWARE, INC.",UNKNOWN,Profit,"FRESENIUS MEDICAL CARE",12,99,37,24,37,272,38,283,29,22,38,37,37,284,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
82531,"DOVER UNIVERSAL LLC",UNKNOWN,Profit,"AMERICAN RENAL ASSOCIATES",12,0,6,2,6,26,7,27,4,4,4,7,7,27,0,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
82532,"MIDDLETOWN UNIVERSAL LLC",UNKNOWN,Profit,"AMERICAN RENAL ASSOCIATES",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
82599,"WILMINGTON VETERANS ADMINISTRATION MEDICAL CENTER","NEW CASTLE",Non-Profit,"VETERANS ADMINISTRATION",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
92305,"DAVITA CHILDRENS NATIONAL MEDICAL CENTER","DISTRICT OF COLUMBIA",Non-Profit,INDEPENDENT,6,0,4,1,4,11,5,15,5,5,18,5,5,15,14,77,"As Expected","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
92501,"BMA - DUPONT CIRCLE","DISTRICT OF COLUMBIA",Profit,"FRESENIUS MEDICAL CARE",30,100,81,65,84,846,86,850,73,55,329,87,87,856,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
92503,"BMA - COLUMBIA HEIGHTS","DISTRICT OF COLUMBIA",Profit,"FRESENIUS MEDICAL CARE",35,99,195,145,217,2025,226,2061,178,184,811,215,215,1939,0,0,"As Expected","As Expected","Worse than Expected","Better than Expected","As Expected","As Expected","As Expected"
92505,"GREATER SOUTHEAST COMMUNITY DIALYSIS CENTER","DISTRICT OF COLUMBIA",Profit,"FRESENIUS MEDICAL CARE",22,98,70,53,72,660,74,660,63,49,259,74,74,675,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
92508,"FMC - ANACOSTIA","DISTRICT OF COLUMBIA",Profit,"FRESENIUS MEDICAL CARE",24,90,57,42,58,523,60,535,44,24,269,60,60,538,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
92510,"DAVITA LEE STREET DIALYSIS","DISTRICT OF COLUMBIA",Profit,DAVITA,20,98,85,60,88,839,90,833,67,74,298,91,91,853,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
92513,"DAVITA EIGHTH STREET DIALYSIS","DISTRICT OF COLUMBIA",Profit,DAVITA,24,96,125,98,128,1181,128,1101,104,123,420,129,129,1189,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
92515,"BMA - NORTHEAST WASHINGTON","DISTRICT OF COLUMBIA",Profit,"FRESENIUS MEDICAL CARE",21,95,80,64,83,758,84,754,70,46,344,84,84,774,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
92516,"DAVITA GEORGETOWN HOME TRAINING","DISTRICT OF COLUMBIA",Profit,DAVITA,12,0,2,22,38,344,38,328,27,31,115,19,19,195,0,0,"As Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
92517,"DAVITA GWU SOUTHEAST DIALYSIS","DISTRICT OF COLUMBIA",Profit,DAVITA,25,99,122,92,127,1169,132,1194,101,99,428,136,136,1230,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
92518,"DAVITA K STREET DIALYSIS","DISTRICT OF COLUMBIA",Profit,DAVITA,25,97,110,104,156,1403,159,1421,119,95,511,121,121,1047,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
92519,"DAVITA BRENTWOOD DIALYSIS","DISTRICT OF COLUMBIA",Profit,DAVITA,24,96,100,73,104,993,103,963,80,83,376,101,101,985,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
92520,"DAVITA UNION PLAZA DIALYSIS CENTER","DISTRICT OF COLUMBIA",Profit,DAVITA,15,98,99,61,101,973,104,985,70,53,329,105,105,1000,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
